similitud,codigo_1,codigo_2,establecimiento_1,establecimiento_2,jornada_1,jornada_2,modalidad_1,modalidad_2,plan_1,plan_2,director_1,director_2,status_1,status_2
100.0,00-18-0057-46,00-18-0058-46,COLEGIO TECNOLOGICO HOMBRE DE NAZARETH,COLEGIO TECNOLOGICO HOMBRE DE NAZARETH,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,SULMAN ESPERANZA JIMENEZ CASTAÑAZA,SULMAN ESPERANZA JIMENEZ CASTAÑAZA,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,00-18-0155-46,00-18-0161-46,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARÍA ANTONIA CAP GARCÍA,MARÍA ANTONIA CAP GARCÍA,ABIERTA,ABIERTA
100.0,01-17-0188-46,01-17-0191-46,"COLEGIO ""VALLE DEL SABER""","COLEGIO ""VALLE DEL SABER""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,HEYDI ROXANA URIAS MARTINEZ,HEYDI ROXANA URIAS MARTINEZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,00-19-0102-46,00-19-0112-46,INED M. A. HERMENEGILDO DE JESÚS PEREIRA DEL CID,INED M. A. HERMENEGILDO DE JESÚS PEREIRA DEL CID,NOCTURNA,NOCTURNA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),HÉCTOR DAVID GÓMEZ ARDIANO,HÉCTOR DAVID GÓMEZ ARDIANO,ABIERTA,ABIERTA
100.0,00-19-0066-46,00-19-0067-46,LICEO TÉCNICO VOCACIONAL GALILEI,LICEO TÉCNICO VOCACIONAL GALILEI,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,SONIA JOSEFINA MORALES CAXAJ,SONIA JOSEFINA MORALES CAXAJ,ABIERTA,ABIERTA
100.0,00-19-0065-46,00-19-0067-46,LICEO TÉCNICO VOCACIONAL GALILEI,LICEO TÉCNICO VOCACIONAL GALILEI,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,SONIA JOSEFINA MORALES CAXAJ,SONIA JOSEFINA MORALES CAXAJ,ABIERTA,ABIERTA
100.0,00-19-0065-46,00-19-0066-46,LICEO TÉCNICO VOCACIONAL GALILEI,LICEO TÉCNICO VOCACIONAL GALILEI,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,SONIA JOSEFINA MORALES CAXAJ,SONIA JOSEFINA MORALES CAXAJ,ABIERTA,ABIERTA
100.0,00-19-0029-46,00-19-0031-46,CENTRO INTEGRAL EDUCATIVO SAN FRANCISCO,CENTRO INTEGRAL EDUCATIVO SAN FRANCISCO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,VILMA ISABEL OROZCO LÓPEZ,VILMA ISABEL OROZCO LÓPEZ,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,00-18-0211-46,00-18-0257-46,COLEGIO BELLO AMANECER 2,COLEGIO BELLO AMANECER 2,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),ADA MARLENY GUERRA,ADA MARLENY GUERRA,ABIERTA,ABIERTA
100.0,01-17-0225-46,01-17-0226-46,INSTITUTO TÉCNICO EMILIANI SOMASCOS,INSTITUTO TÉCNICO EMILIANI SOMASCOS,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARIA DEL CARMEN CABRERA ESTRADA DE JORDÁN,MARIA DEL CARMEN CABRERA ESTRADA DE JORDÁN,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,00-18-0154-46,00-18-0161-46,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARÍA ANTONIA CAP GARCÍA,MARÍA ANTONIA CAP GARCÍA,ABIERTA,ABIERTA
100.0,00-12-0170-46,00-12-0171-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,NOCTURNA,NOCTURNA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),VERÓNICA MARÍA AGUILAR POSADAS,VERÓNICA MARÍA AGUILAR POSADAS,ABIERTA,ABIERTA
100.0,00-18-0154-46,00-18-0155-46,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARÍA ANTONIA CAP GARCÍA,MARÍA ANTONIA CAP GARCÍA,ABIERTA,ABIERTA
100.0,01-17-0225-46,01-17-0227-46,INSTITUTO TÉCNICO EMILIANI SOMASCOS,INSTITUTO TÉCNICO EMILIANI SOMASCOS,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARIA DEL CARMEN CABRERA ESTRADA DE JORDÁN,MARIA DEL CARMEN CABRERA ESTRADA DE JORDÁN,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,22-01-0452-46,22-01-0453-46,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),DESCONOCIDO,DESCONOCIDO,TEMPORAL NOMBRAMIENTO,TEMPORAL NOMBRAMIENTO
100.0,01-17-0226-46,01-17-0227-46,INSTITUTO TÉCNICO EMILIANI SOMASCOS,INSTITUTO TÉCNICO EMILIANI SOMASCOS,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARIA DEL CARMEN CABRERA ESTRADA DE JORDÁN,MARIA DEL CARMEN CABRERA ESTRADA DE JORDÁN,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,00-18-0004-46,00-18-0005-46,LICEO FRANCO GUATEMALTECO,LICEO FRANCO GUATEMALTECO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,EVELIN SIOMARA FRANCO CHUR,EVELIN SIOMARA FRANCO CHUR,ABIERTA,ABIERTA
100.0,00-17-9769-46,00-17-9771-46,COLEGIO PANAMERICANO,COLEGIO PANAMERICANO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,DELFINA MARISOL PAZOS RAMOS,DELFINA MARISOL PAZOS RAMOS,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,00-17-0023-46,00-17-9767-46,COLEGIO PANAMERICANO,COLEGIO PANAMERICANO,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),DELFINA MARISOL PAZOS RAMOS,DELFINA MARISOL PAZOS RAMOS,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,00-12-9762-46,00-12-9763-46,COLEGIO PANAMERICANO NO. 3,COLEGIO PANAMERICANO NO. 3,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,LUISA FERNANDA FAJARDO MARMOL,LUISA FERNANDA FAJARDO MARMOL,ABIERTA,ABIERTA
100.0,02-01-0028-46,02-01-0252-46,COLEGIO DE CIENCIAS COMERCIALES EL PROGRESO,COLEGIO DE CIENCIAS COMERCIALES EL PROGRESO,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),DANIEL LÓPEZ SOLÍS,DANIEL LÓPEZ SOLÍS,ABIERTA,ABIERTA
100.0,02-02-0014-46,02-02-0613-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA,INSTITUTO DIVERSIFICADO POR COOPERATIVA,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),ISRAEL ROJAS ORDOÑEZ,ISRAEL ROJAS ORDOÑEZ,ABIERTA,ABIERTA
100.0,01-17-0113-46,01-17-0125-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE VILLA HERMOSA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE VILLA HERMOSA,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),SERVIO NOE LEMUS VASQUEZ,SERVIO NOE LEMUS VASQUEZ,ABIERTA,ABIERTA
100.0,02-03-0119-46,02-03-0125-46,COLEGIO EL SHADDAI,COLEGIO EL SHADDAI,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),ZONIA ELIZABEHT MARROQUÍN GUTIERREZ,ZONIA ELIZABEHT MARROQUÍN GUTIERREZ,ABIERTA,ABIERTA
100.0,05-02-0080-46,05-02-0093-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARÍA DOLORES PÉREZ TUCHÁN,MARÍA DOLORES PÉREZ TUCHÁN,ABIERTA,ABIERTA
100.0,05-02-0080-46,05-02-0092-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARÍA DOLORES PÉREZ TUCHÁN,MARÍA DOLORES PÉREZ TUCHÁN,ABIERTA,ABIERTA
100.0,05-02-0080-46,05-02-0090-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARÍA DOLORES PÉREZ TUCHÁN,MARÍA DOLORES PÉREZ TUCHÁN,ABIERTA,ABIERTA
100.0,05-02-0068-46,05-02-0069-46,"COLEGIO DIOCESANO ""MARÍA AUXILIADORA""","COLEGIO DIOCESANO ""MARÍA AUXILIADORA""",VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARÍA CRUZ RODRÍGUEZ VALENCIA DE TON,MARÍA CRUZ RODRÍGUEZ VALENCIA DE TON,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,01-15-8282-46,01-15-8283-46,LICEO MIXTO EVEREST,LICEO MIXTO EVEREST,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,DESCONOCIDO,DESCONOCIDO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,05-02-0037-46,05-02-0038-46,INSTITUTO DE FORMACIÓN CUALIFICADA (I.F.C.),INSTITUTO DE FORMACIÓN CUALIFICADA (I.F.C.),DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,NESTOR ROLANDO LEMUS POSADAS,NESTOR ROLANDO LEMUS POSADAS,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,05-02-0032-46,05-02-0047-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARÍA DOLORES PÉREZ TUCHÁN,MARÍA DOLORES PÉREZ TUCHÁN,ABIERTA,ABIERTA
100.0,05-01-2812-46,05-01-2813-46,TECNOLOGICO MODERNO,TECNOLOGICO MODERNO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,MAYRO RENÉ GARCIA ESCOBAR,MAYRO RENÉ GARCIA ESCOBAR,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,05-01-0338-46,05-01-0410-46,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANÓNIMA,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANÓNIMA,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),IRMA MARÍA BARRIOS Y BARRIOS,IRMA MARÍA BARRIOS Y BARRIOS,ABIERTA,ABIERTA
100.0,01-15-8597-46,01-15-8598-46,COLEGIO NUESTRA SEQORA DE LOURDES,COLEGIO NUESTRA SEQORA DE LOURDES,NOCTURNA,NOCTURNA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),DESCONOCIDO,DESCONOCIDO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,01-15-8600-46,01-15-8601-46,COLEGIO NUESTRA SEÑORA DE LOURDES,COLEGIO NUESTRA SEÑORA DE LOURDES,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,DESCONOCIDO,DESCONOCIDO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,01-16-0143-46,01-16-0146-46,INSTITUTO TECNOLÓGICO MUNICIPAL,INSTITUTO TECNOLÓGICO MUNICIPAL,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),BRENDA CORINA LÓPEZ SERRANO,BRENDA CORINA LÓPEZ SERRANO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,01-16-0144-46,01-16-0145-46,INSTITUTO TECNOLÓGICO MUNICIPAL,INSTITUTO TECNOLÓGICO MUNICIPAL,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARÍA DE LOS ANGELES TOT GONZÁLEZ,MARÍA DE LOS ANGELES TOT GONZÁLEZ,ABIERTA,ABIERTA
100.0,01-16-8871-46,01-16-8872-46,LICEO CENTROAMERICANO BOCA DEL MONTE,LICEO CENTROAMERICANO BOCA DEL MONTE,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,ALBERTO ANDRÉS MARTÍNEZ MUJ,ALBERTO ANDRÉS MARTÍNEZ MUJ,ABIERTA,ABIERTA
100.0,02-06-0004-46,02-06-0006-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),DESCONOCIDO,DESCONOCIDO,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,02-03-0157-46,02-03-0158-46,COLEGIO TECNOLÓGICO JERUSALÉN,COLEGIO TECNOLÓGICO JERUSALÉN,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),EDGAR RAÚL SÁNCHEZ MORALES,EDGAR RAÚL SÁNCHEZ MORALES,ABIERTA,ABIERTA
100.0,02-03-0134-46,02-03-0136-46,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,HEIDY CAROLINA LOPEZ,HEIDY CAROLINA LOPEZ,ABIERTA,ABIERTA
100.0,00-12-9100-46,00-12-9101-46,LICEO MIXTO EVANGELICO DE ORDEN DIVINO,LICEO MIXTO EVANGELICO DE ORDEN DIVINO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,GILMA MAGALY BOLAÑOS POLANCO,GILMA MAGALY BOLAÑOS POLANCO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,01-17-0270-46,01-17-0274-46,LICEO PREUNIVERSITARIO SANTINY,LICEO PREUNIVERSITARIO SANTINY,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARLEN VICTORIA BARILLA LOPEZ,MARLEN VICTORIA BARILLA LOPEZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,00-01-0677-46,00-01-0685-46,COLEGIO CATÓLICO SAN LUCAS,COLEGIO CATÓLICO SAN LUCAS,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,RITA ANGELICA CATALAN SOSA,RITA ANGELICA CATALAN SOSA,ABIERTA,ABIERTA
100.0,13-30-0017-46,13-30-0018-46,"COLEGIO INTERCULTURAL PRIVADO MIXTO ""CIENCIA APLICADA""","COLEGIO INTERCULTURAL PRIVADO MIXTO ""CIENCIA APLICADA""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,EDGAR ROLANDO AGUILAR AGUILAR,EDGAR ROLANDO AGUILAR AGUILAR,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,00-01-9615-46,00-01-9616-46,LICEO DE COMPUTACION SIGLO 21 NO.2,LICEO DE COMPUTACION SIGLO 21 NO.2,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,DESCONOCIDO,DESCONOCIDO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,00-01-9598-46,00-01-9599-46,LICEO ADMINISTRATIVO MAYA,LICEO ADMINISTRATIVO MAYA,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,DESCONOCIDO,DESCONOCIDO,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,00-01-9197-46,00-01-9198-46,LICEO EN COMPUTACION 'DEL VALLE',LICEO EN COMPUTACION 'DEL VALLE',DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,DESCONOCIDO,DESCONOCIDO,TEMPORAL TITULOS,TEMPORAL TITULOS
100.0,00-01-8971-46,00-01-9563-46,LICEO JUAN MANTOVANI,LICEO JUAN MANTOVANI,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,INGRID LISSETTE MARTINEZ MALDONADO,INGRID LISSETTE MARTINEZ MALDONADO,ABIERTA,ABIERTA
100.0,00-01-8812-46,00-01-8813-46,COLEGIO KEPLER,COLEGIO KEPLER,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,MANUEL FRANCISCO RUANO IRIARTE,MANUEL FRANCISCO RUANO IRIARTE,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,00-01-8665-46,00-01-8671-46,COLEGIO TECNICO INTEGRADO,COLEGIO TECNICO INTEGRADO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),RUTH CECILIA JUÁREZ CORONADO,RUTH CECILIA JUÁREZ CORONADO,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,13-19-0041-46,13-19-0042-46,"LICEO PRIVADO MIXTO ""PANAMERICANO""","LICEO PRIVADO MIXTO ""PANAMERICANO""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,ALDO CALIXTO PINEDA MOLINA,ALDO CALIXTO PINEDA MOLINA,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,13-19-0061-46,13-19-0062-46,COLEGIO PRIVADO MIXTO GÉNESIS,COLEGIO PRIVADO MIXTO GÉNESIS,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),ALDO CALIXTO PINEDA MOLINA,ALDO CALIXTO PINEDA MOLINA,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,00-01-7841-46,00-01-9187-46,LICEO PROFESIONAL DE INFORMATICA Y TECNOLOGIA,LICEO PROFESIONAL DE INFORMATICA Y TECNOLOGIA,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,MANUEL DE JESÚS JUÁREZ GARCÍA,MANUEL DE JESÚS JUÁREZ GARCÍA,ABIERTA,ABIERTA
100.0,00-12-0051-46,00-12-0052-46,LICEO CANADIENSE SOCIEDAD ANONIMA,LICEO CANADIENSE SOCIEDAD ANONIMA,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,ROSAURA GUDIEL ROSALES,ROSAURA GUDIEL ROSALES,ABIERTA,ABIERTA
100.0,00-01-7329-46,00-01-9359-46,CENTRO PROFESIONAL DE ESTUDIOS DE COMPUTACION,CENTRO PROFESIONAL DE ESTUDIOS DE COMPUTACION,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,JOSÉ FRANCISCO HERNÁNDEZ RODAS,JOSÉ FRANCISCO HERNÁNDEZ RODAS,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,00-01-7297-46,00-01-7298-46,COLEGIO MAYBAL,COLEGIO MAYBAL,NOCTURNA,NOCTURNA,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,DESCONOCIDO,DESCONOCIDO,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,00-01-7260-46,00-01-7261-46,COLEGIO CIENTIFICO SECRETARIAL GUATEMALTECO,COLEGIO CIENTIFICO SECRETARIAL GUATEMALTECO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,JORGE HERIBERTO ESTRADA CASTILLO,JORGE HERIBERTO ESTRADA CASTILLO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,00-01-7151-46,00-01-7154-46,COLEGIO PRACTICO SECRETARIAL,COLEGIO PRACTICO SECRETARIAL,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,HÉCTOR HUGO LIMA CONDE,HÉCTOR HUGO LIMA CONDE,ABIERTA,ABIERTA
100.0,13-32-0044-46,13-32-0047-46,"INSTITUTO PRIVADO MIXTO ""DE LEÓN""","INSTITUTO PRIVADO MIXTO ""DE LEÓN""",SIN JORNADA,SIN JORNADA,MONOLINGUE,MONOLINGUE,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SEMIPRESENCIAL (UN DÍA A LA SEMANA),EGIDIO ROBERTO LÚCAS DE LEÓN,EGIDIO ROBERTO LÚCAS DE LEÓN,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,00-01-4396-46,00-01-9781-46,LICEO GUATEMALTECO DE COMPUTACION,LICEO GUATEMALTECO DE COMPUTACION,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,LUZ ELENA GARCIA GALVEZ,LUZ ELENA GARCIA GALVEZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,00-01-2905-46,00-01-4388-46,CENTRO DE COMPUTACION IMB-PC,CENTRO DE COMPUTACION IMB-PC,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),DESCONOCIDO,DESCONOCIDO,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,00-01-0844-46,00-01-2461-46,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),ANA ISABEL TELLO SÁENZ,ANA ISABEL TELLO SÁENZ,ABIERTA,ABIERTA
100.0,00-01-9788-46,00-01-9789-46,COLEGIO VALVERDE NO.2,COLEGIO VALVERDE NO.2,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),SARA LIZBETH COLINDRES MILIÁN,SARA LIZBETH COLINDRES MILIÁN,ABIERTA,ABIERTA
100.0,00-01-9816-46,00-01-9817-46,CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW,CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,NORMA CASTILLO DURÁN,NORMA CASTILLO DURÁN,ABIERTA,ABIERTA
100.0,13-17-0068-46,13-17-0069-46,LICEO TECNOLÓGICO BILINGÜE GUATEMALAN,LICEO TECNOLÓGICO BILINGÜE GUATEMALAN,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),DEMOSTENES MATEO SEBASTIAN MARTIN,DEMOSTENES MATEO SEBASTIAN MARTIN,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,13-15-0061-46,13-15-0062-46,LICEO PRIVADO SEÑOR SAN MARTÍN,LICEO PRIVADO SEÑOR SAN MARTÍN,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,MARTHA DOLORES ORTÍZ AGUILAR,MARTHA DOLORES ORTÍZ AGUILAR,ABIERTA,ABIERTA
100.0,00-11-0071-46,00-11-0076-46,COLEGIO PANAMERICANO NO. 6,COLEGIO PANAMERICANO NO. 6,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,VIRTUAL A DISTANCIA,VIRTUAL A DISTANCIA,LESVIA LILIANA CHACATE TICURÚ,LESVIA LILIANA CHACATE TICURÚ,ABIERTA,ABIERTA
100.0,00-11-0019-46,00-11-0036-46,COLEGIO PANAMERICANO NO. 6,COLEGIO PANAMERICANO NO. 6,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),LESVIA LILIANA CHACATE TICURÚ,LESVIA LILIANA CHACATE TICURÚ,ABIERTA,ABIERTA
100.0,00-07-9677-46,00-07-9678-46,COLEGIO PROYECTO EDUCATIVO FUTURISTA,COLEGIO PROYECTO EDUCATIVO FUTURISTA,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,DESCONOCIDO,DESCONOCIDO,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,00-07-8492-46,00-07-8493-46,COLEGIO INTERAMERICANO DE INFORMATICA,COLEGIO INTERAMERICANO DE INFORMATICA,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,CARMEN LIZETH RAXÓN CUC,CARMEN LIZETH RAXÓN CUC,ABIERTA,ABIERTA
